pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,league_name,club_name,nationality_name,skill_moves,release_clause_eur,preferred_foot,composite_score,rank_overall,rank_composite
74.0,81.0,84.0,82.0,55.0,67.0,84,81,59,M. Mount,Mason Mount,"CAM, RW, CM",83,86,49500000.0,120000.0,23,181,74,Premier League,Chelsea,England,3,95300000.0,Right,79.03999999999999,9,106
93.0,73.0,75.0,87.0,42.0,59.0,76,80,28,M. Diaby,Moussa Diaby,"RM, LM, LW",84,88,61500000.0,70000.0,22,171,67,Bundesliga,Bayer 04 Leverkusen,France,4,109200000.0,Left,79.02000000000001,8,107
65.0,71.0,81.0,80.0,80.0,83.0,74,66,68,T. Partey,Thomas Partey,"CDM, CM",84,84,36000000.0,115000.0,29,185,77,Premier League,Arsenal,Ghana,3,68400000.0,Right,79.02,8,108
76.0,77.0,83.0,81.0,66.0,76.0,84,77,66,B. Bourigeaud,Benjamin Bourigeaud,"RW, RM, LM",81,81,26000000.0,66000.0,28,178,70,Ligue 1,Rennes,France,3,49400000.0,Right,78.96,11,109
91.0,79.0,72.0,86.0,37.0,76.0,75,81,47,W. Zaha,Wilfried Zaha,"LW, CF",82,82,30000000.0,85000.0,29,180,66,Premier League,Crystal Palace,Côte d'Ivoire,5,57000000.0,Right,78.94,10,110
73.0,70.0,79.0,78.0,81.0,81.0,68,67,74,A. Tchouaméni,Aurélien Tchouaméni,"CDM, CM",83,89,53500000.0,145000.0,22,187,81,La Liga,Real Madrid,France,3,120400000.0,Right,78.92,9,111
91.0,77.0,73.0,86.0,27.0,74.0,75,80,63,Rafael Leão,Rafael Alexandre Conceição Leão,"LW, LM",84,90,66500000.0,90000.0,23,188,81,Serie A,Milan,Portugal,4,126400000.0,Right,78.9,8,112
87.0,74.0,72.0,82.0,62.0,83.0,64,75,64,N. Zaniolo,Nicolò Zaniolo,"CF, RW, RM",81,88,53000000.0,71000.0,22,190,79,Serie A,Roma,Italy,4,100700000.0,Left,78.9,11,112
86.0,82.0,76.0,83.0,44.0,70.0,77,85,72,A. Danjuma,Arnaut Danjuma Adam Groeneveld,"ST, LM",82,83,37000000.0,47000.0,25,178,74,La Liga,Villarreal,Netherlands,4,80500000.0,Right,78.88000000000001,10,113
90.0,75.0,75.0,86.0,46.0,70.0,79,76,45,Antony,Antony Matheus dos Santos,"RW, RM",82,88,49000000.0,130000.0,22,172,63,Premier League,Manchester United,Brazil,5,102900000.0,Left,78.88000000000001,10,113
69.0,69.0,80.0,83.0,79.0,80.0,68,68,61,Bruno Guimarães,Bruno Guimarães Rodriguez Moura,"CM, CDM",83,87,52000000.0,105000.0,24,182,74,Premier League,Newcastle United,Brazil,3,102700000.0,Right,78.86,9,114
69.0,75.0,77.0,77.0,82.0,89.0,64,69,77,G. Kondogbia,Geoffrey Edwin Kondogbia,"CM, CDM, CB",82,82,29500000.0,71000.0,29,188,76,La Liga,Atlético Madrid,Central African Republic,3,62000000.0,Left,78.82000000000001,10,115
77.0,84.0,77.0,83.0,40.0,78.0,66,85,80,Raúl de Tomás,Raúl De Tomás Gómez,ST,83,83,39500000.0,37000.0,27,180,79,La Liga,Rayo Vallecano,Spain,4,83000000.0,Right,78.80000000000001,9,116
76.0,77.0,87.0,83.0,50.0,64.0,88,73,52,H. Ziyech,Hakim Ziyech,"RW, CAM",83,83,35500000.0,155000.0,29,181,65,Premier League,Chelsea,Morocco,5,65700000.0,Left,78.8,9,117
84.0,77.0,82.0,86.0,39.0,56.0,83,75,38,A. Gómez,Alejandro Darío Gómez,"CAM, LW, CM",84,84,20000000.0,47000.0,34,167,68,La Liga,Sevilla,Argentina,4,42000000.0,Right,78.78000000000002,8,118
79.0,83.0,80.0,83.0,41.0,62.0,81,85,60,Oyarzabal,Mikel Oyarzabal Ugarte,"LW, RW",84,86,53000000.0,57000.0,25,181,79,La Liga,Real Sociedad,Spain,3,115300000.0,Left,78.77999999999999,8,119
79.0,80.0,77.0,81.0,62.0,83.0,77,80,77,L. Ocampos,Lucas Ariel Ocampos,"RW, LW",80,80,22500000.0,36000.0,27,188,84,Eredivisie,Ajax,Argentina,4,3200000.0,Right,78.74000000000001,12,120
82.0,79.0,78.0,83.0,56.0,72.0,77,78,68,H. Mkhitaryan,Henrikh Mkhitaryan,"CAM, CM",81,81,16000000.0,74000.0,33,177,75,Serie A,Inter,Armenia,4,26400000.0,Right,78.72,11,121
75.0,76.0,75.0,79.0,80.0,82.0,69,78,67,M. Uribe,Andrés Mateus Uribe Villa,"CM, CDM",81,81,21000000.0,19000.0,31,183,77,Liga Portugal,Porto,Colombia,3,42000000.0,Right,78.72,11,121
82.0,73.0,80.0,80.0,73.0,69.0,83,72,58,Lucas Vázquez,Lucas Vázquez Iglesias,"RB, RW",81,81,18500000.0,140000.0,31,173,70,La Liga,Real Madrid,Spain,4,37900000.0,Right,78.71999999999998,11,122
76.0,81.0,80.0,84.0,58.0,65.0,75,84,40,Pedro Gonçalves,Pedro António Pereira Gonçalves,"LW, RW, CM",82,87,46000000.0,20000.0,24,173,77,Liga Portugal,Sporting CP,Portugal,4,95500000.0,Right,78.70000000000002,10,123
79.0,67.0,79.0,81.0,81.0,72.0,82,66,69,Ricardo Pereira,Ricardo Domingos Barbosa Pereira,"RB, RWB",82,82,27500000.0,100000.0,28,175,70,Premier League,Leicester City,Portugal,3,52300000.0,Right,78.69999999999999,10,124
76.0,73.0,78.0,79.0,78.0,81.0,75,66,73,A. Rabiot,Adrien Rabiot,"CM, LM",81,81,27500000.0,110000.0,27,191,80,Serie A,Juventus,France,3,46800000.0,Left,78.65999999999998,11,125
78.0,69.0,80.0,79.0,77.0,75.0,88,60,72,L. Digne,Lucas Digne,LB,82,82,27500000.0,100000.0,28,178,74,Premier League,Aston Villa,France,3,52300000.0,Left,78.64000000000001,10,126
90.0,82.0,69.0,77.0,42.0,86.0,67,83,76,D. Núñez,Darwin Gabriel Núñez Ribeiro,"ST, LW",82,89,61500000.0,120000.0,23,187,80,Premier League,Liverpool,Uruguay,3,126100000.0,Right,78.63999999999999,10,127
82.0,80.0,81.0,83.0,43.0,62.0,81,78,57,Marco Asensio,Marco Asensio Willemsen,"RW, LW",83,84,43000000.0,200000.0,26,182,76,La Liga,Real Madrid,Spain,4,91400000.0,Left,78.62,9,128
87.0,84.0,74.0,79.0,36.0,66.0,72,86,76,P. Aubameyang,Pierre-Emerick Emiliano François Aubameyang,ST,84,84,27000000.0,165000.0,33,187,80,Premier League,Chelsea,Gabon,4,50000000.0,Right,78.6,8,129
79.0,78.0,82.0,83.0,59.0,67.0,81,77,59,Oscar,Oscar dos Santos Emboaba Júnior,"CAM, CM, LW",81,81,25000000.0,28000.0,30,179,70,Super League,Shanghai SIPG,Brazil,4,38800000.0,Right,78.6,11,129
91.0,64.0,73.0,80.0,78.0,69.0,81,60,69,L. Spinazzola,Leonardo Spinazzola,"LWB, LM",82,82,27000000.0,77000.0,29,186,75,Serie A,Roma,Italy,4,45900000.0,Right,78.58,10,130
93.0,66.0,75.0,76.0,72.0,77.0,81,59,66,Adryan Zonta,Adryan Juliano Zonta Torres,"LWB, LB",81,81,22000000.0,23000.0,30,172,68,Serie A,Bragantino,Brazil,2,41800000.0,Left,78.54000000000002,11,131
78.0,82.0,79.0,79.0,44.0,82.0,77,81,79,M. Arnautović,Marko Arnautović,ST,82,82,19500000.0,51000.0,33,192,83,Serie A,Bologna,Austria,4,33200000.0,Right,78.52000000000001,10,132
81.0,66.0,77.0,82.0,76.0,74.0,79,69,65,N. Mazraoui,Noussair Mazraoui,RB,82,85,38500000.0,59000.0,24,183,65,Bundesliga,FC Bayern München,Morocco,3,66400000.0,Right,78.52000000000001,10,132
81.0,68.0,76.0,76.0,79.0,81.0,81,61,74,Yuri Berchiche,Yuri Berchiche Izeta,LB,82,82,21000000.0,35000.0,32,181,80,La Liga,Athletic Club,Spain,3,44100000.0,Left,78.52,10,133
74.0,79.0,80.0,81.0,65.0,75.0,77,79,68,A. Barák,Antonín Barák,"CF, CM",81,81,28000000.0,41000.0,27,190,86,Serie A,Fiorentina,Czech Republic,4,3200000.0,Left,78.48000000000002,11,134
69.0,72.0,84.0,78.0,78.0,77.0,84,69,61,Koke,Jorge Resurrección Merodio,"CM, CDM",82,82,29000000.0,68000.0,30,176,75,La Liga,Atlético Madrid,Spain,3,60900000.0,Right,78.46000000000001,10,135
83.0,78.0,83.0,89.0,36.0,45.0,75,76,59,L. Insigne,Lorenzo Insigne,"LW, CF, LM",84,84,35000000.0,19000.0,31,163,59,Major League Soccer,Toronto,Italy,4,52500000.0,Right,78.42,8,136
85.0,66.0,73.0,77.0,78.0,80.0,78,64,71,G. Di Lorenzo,Giovanni Di Lorenzo,RB,82,82,27500000.0,66000.0,28,183,83,Serie A,Napoli,Italy,3,46800000.0,Right,78.39999999999999,10,137
67.0,81.0,86.0,83.0,43.0,76.0,88,83,66,D. Tadić,Dušan Tadić,"LW, CF, CAM",83,83,22500000.0,30000.0,33,181,76,Eredivisie,Ajax,Serbia,4,31500000.0,Left,78.38,9,138
80.0,72.0,74.0,89.0,63.0,60.0,66,74,49,J. Musiala,Jamal Musiala,"CAM, LM, CM",83,92,78500000.0,46000.0,19,184,72,Bundesliga,FC Bayern München,Germany,5,145200000.0,Right,78.38,9,138
71.0,75.0,83.0,84.0,68.0,72.0,78,73,62,G. Lo Celso,Giovani Lo Celso,"CAM, LM, ST",81,84,33500000.0,100000.0,26,177,68,La Liga,Villarreal,Argentina,4,3200000.0,Left,78.36000000000001,11,139
75.0,79.0,76.0,81.0,67.0,77.0,68,83,65,M. Pašalić,Mario Pašalić,"CAM, CF, CM",81,81,27500000.0,60000.0,27,189,82,Serie A,Atalanta,Croatia,4,46800000.0,Right,78.36,11,140
83.0,68.0,81.0,81.0,77.0,56.0,88,63,73,Jesús Navas,Jesús Navas González,"RB, RM",82,82,7000000.0,25000.0,36,172,60,La Liga,Sevilla,Spain,4,14700000.0,Right,78.34,10,141
82.0,72.0,77.0,79.0,77.0,82.0,75,70,85,W. McKennie,Weston James Earl McKennie,"CM, LM, RM",79,84,26500000.0,86000.0,23,185,84,Serie A,Juventus,United States,3,47000000.0,Right,78.34,13,141
84.0,82.0,70.0,79.0,52.0,70.0,69,86,77,J. Vardy,Jamie Vardy,ST,83,83,15500000.0,90000.0,35,179,74,Premier League,Leicester City,England,3,29500000.0,Right,78.32000000000001,9,142
61.0,79.0,80.0,83.0,74.0,72.0,72,79,67,Fabián Ruiz,Fabián Ruiz Peña,"CM, CDM",83,85,44500000.0,105000.0,26,189,70,Ligue 1,Paris Saint Germain,Spain,4,85700000.0,Left,78.32,9,143
56.0,80.0,86.0,79.0,70.0,73.0,81,74,67,Y. Tielemans,Youri Tielemans,"CM, CDM",84,86,52500000.0,115000.0,25,176,72,Premier League,Leicester City,Belgium,4,103700000.0,Right,78.3,8,144
94.0,78.0,72.0,78.0,38.0,83.0,75,77,73,Iñaki Williams,Iñaki Williams Arthuer,ST,81,81,26500000.0,40000.0,28,186,80,La Liga,Athletic Club,Ghana,4,55700000.0,Right,78.3,11,144
70.0,65.0,84.0,77.0,81.0,72.0,87,54,79,K. Trippier,Kieran Trippier,"RB, RM",84,84,30500000.0,120000.0,31,173,71,Premier League,Newcastle United,England,3,58000000.0,Right,78.29999999999998,8,145
89.0,83.0,74.0,86.0,27.0,67.0,71,84,69,L. Muriel,Luis Fernando Muriel Fruto,ST,82,82,25500000.0,70000.0,31,179,79,Serie A,Atalanta,Colombia,4,43400000.0,Right,78.28000000000002,10,146
78.0,69.0,80.0,85.0,63.0,71.0,79,68,57,Otávio,Otávio Edmilson da Silva Monteiro,"RM, LM",82,82,32500000.0,21000.0,27,171,67,Liga Portugal,Porto,Portugal,4,65000000.0,Right,78.28000000000002,10,146
78.0,82.0,83.0,82.0,40.0,68.0,85,82,48,S. Berghuis,Steven Berghuis,"CAM, RW, CM",82,82,29500000.0,25000.0,30,182,75,Eredivisie,Ajax,Netherlands,4,41300000.0,Left,78.28,10,147
90.0,82.0,65.0,78.0,40.0,81.0,62,88,80,V. Osimhen,Victor James Osimhen,ST,83,89,58000000.0,72000.0,23,185,78,Serie A,Napoli,Nigeria,3,110200000.0,Right,78.26,9,148
78.0,77.0,79.0,83.0,56.0,74.0,83,77,54,D. Kulusevski,Dejan Kulusevski,RW,81,86,39500000.0,105000.0,22,186,75,Premier League,Tottenham Hotspur,Sweden,4,3200000.0,Left,78.24,11,149
75.0,77.0,81.0,80.0,70.0,74.0,77,77,65,I. Fernández,Ignacio Martín Fernández,"CM, CAM",80,80,16500000.0,23000.0,32,182,67,Liga Profesional,River Plate,Argentina,4,23100000.0,Left,78.2,12,150
86.0,80.0,74.0,81.0,48.0,80.0,76,80,73,A. Rebić,Ante Rebić,"LW, LM, ST",80,80,21000000.0,78000.0,28,185,78,Serie A,Milan,Croatia,4,35700000.0,Right,78.19999999999999,12,151
82.0,54.0,77.0,80.0,78.0,79.0,82,51,70,Carvajal,Daniel Carvajal Ramos,RB,84,84,36500000.0,185000.0,30,173,73,La Liga,Real Madrid,Spain,3,74800000.0,Right,78.17999999999999,8,152
82.0,79.0,72.0,82.0,53.0,79.0,73,81,82,Richarlison,Richarlison de Andrade,"ST, LW",81,84,34500000.0,105000.0,25,184,71,Premier League,Tottenham Hotspur,Brazil,4,68100000.0,Right,78.11999999999999,11,153
73.0,74.0,75.0,80.0,73.0,85.0,62,71,58,S. Fofana,Seko Fofana,CM,81,81,27500000.0,43000.0,27,185,74,Ligue 1,Lens,Côte d'Ivoire,4,55000000.0,Right,78.11999999999998,11,154
65.0,74.0,82.0,78.0,77.0,80.0,82,73,64,J. Henderson,Jordan Henderson,"CM, CDM",82,82,24000000.0,125000.0,32,182,80,Premier League,Liverpool,England,3,44400000.0,Right,78.10000000000001,10,155
79.0,74.0,81.0,77.0,75.0,71.0,84,63,66,Alex Telles,Alex Nicolao Telles,LB,80,80,18500000.0,110000.0,29,181,71,La Liga,Sevilla,Brazil,3,3200000.0,Left,78.08,12,156
83.0,80.0,76.0,80.0,61.0,69.0,79,77,59,Nuno Santos,Nuno Miguel Gomes dos Santos,"LW, LWB, RW",80,80,22500000.0,20000.0,27,177,72,Liga Portugal,Sporting CP,Portugal,4,45000000.0,Left,78.08,12,156
59.0,74.0,86.0,77.0,76.0,73.0,80,65,53,Rúben Neves,Rúben Diogo da Silva Neves,"CDM, CM",84,87,50500000.0,105000.0,25,180,80,Premier League,Wolverhampton Wanderers,Portugal,3,99700000.0,Right,78.06,8,157
69.0,80.0,80.0,79.0,69.0,76.0,74,78,60,M. Sabitzer,Marcel Sabitzer,"CM, CDM, CAM",81,81,25500000.0,72000.0,28,178,76,Bundesliga,FC Bayern München,Austria,3,42100000.0,Right,78.06,11,157
85.0,76.0,78.0,82.0,70.0,69.0,74,74,70,N. De la Cruz,Diego Nicolás De La Cruz Arcosa,"CM, LM, CAM",78,79,16500000.0,19000.0,25,167,65,Liga Profesional,River Plate,Uruguay,4,24300000.0,Right,78.06,14,157
78.0,68.0,71.0,81.0,80.0,84.0,59,66,70,A. Zambo Anguissa,André-Franck Zambo Anguissa,"CDM, CM",81,83,28500000.0,58000.0,26,184,78,Serie A,Napoli,Cameroon,3,50600000.0,Right,78.0,11,158
94.0,56.0,74.0,84.0,74.0,70.0,83,62,49,J. Frimpong,Jeremie Agyekum Frimpong,"RB, RWB, RM",81,87,38500000.0,41000.0,21,171,64,Bundesliga,Bayer 04 Leverkusen,Netherlands,3,73200000.0,Right,78.0,11,158
78.0,82.0,71.0,83.0,36.0,76.0,64,84,85,P. Schick,Patrik Schick,ST,84,86,53000000.0,88000.0,26,191,86,Bundesliga,Bayer 04 Leverkusen,Czech Republic,4,94100000.0,Left,77.99999999999999,8,159
90.0,80.0,76.0,86.0,30.0,66.0,74,80,40,Deulofeu,Gerard Deulofeu Lázaro,"CF, ST",81,81,26500000.0,28000.0,28,177,73,Serie A,Udinese,Spain,4,45100000.0,Right,77.99999999999999,11,159
87.0,78.0,78.0,82.0,47.0,63.0,82,77,45,E. Višća,Edin Višća,"RM, RW",81,81,20500000.0,48000.0,32,172,63,Super Lig,Trabzonspor,Bosnia and Herzegovina,4,39000000.0,Right,77.99999999999999,11,159
83.0,76.0,77.0,82.0,64.0,66.0,78,78,58,Álex Berenguer,Alejandro Berenguer Remiro,"RM, LM",80,80,23000000.0,33000.0,26,175,73,La Liga,Athletic Club,Spain,3,48300000.0,Right,77.96,12,160
71.0,65.0,75.0,76.0,82.0,83.0,55,61,72,D. Rice,Declan Rice,"CDM, CM",84,87,52000000.0,83000.0,23,185,80,Premier League,West Ham United,England,2,102700000.0,Right,77.94000000000001,8,161
69.0,76.0,81.0,82.0,71.0,72.0,74,75,48,K. Demirbay,Kerem Demirbay,"CM, CDM, CAM",81,81,25500000.0,65000.0,28,183,75,Bundesliga,Bayer 04 Leverkusen,Germany,4,43400000.0,Left,77.94,11,162
86.0,79.0,75.0,83.0,42.0,71.0,76,77,60,S. Bergwijn,Steven Charles Bergwijn,"LW, RW",81,84,35000000.0,22000.0,24,178,78,Eredivisie,Ajax,Netherlands,4,51600000.0,Right,77.94,11,162
84.0,79.0,79.0,83.0,35.0,67.0,79,80,75,Ferran Torres,Ferran Torres García,"LW, ST",82,88,49000000.0,150000.0,22,184,77,La Liga,FC Barcelona,Spain,4,110300000.0,Right,77.91999999999999,10,163
79.0,74.0,82.0,84.0,46.0,61.0,75,77,53,D. Kamada,鎌田 大地,"CAM, CF, CM",83,84,43500000.0,43000.0,25,184,76,Bundesliga,Eintracht Frankfurt,Japan,3,77200000.0,Right,77.9,9,164
80.0,75.0,79.0,81.0,63.0,72.0,73,77,65,Jonathan Viera,Jonathan Viera Ramos,"CAM, CM, LM",80,80,16500000.0,14000.0,32,171,67,La Liga 2,Las Palmas,Spain,4,26400000.0,Right,77.9,12,164
83.0,82.0,75.0,83.0,52.0,67.0,75,83,64,Morales,José Luis Morales Nogales,"ST, LM",80,80,10500000.0,42000.0,34,180,70,La Liga,Villarreal,Spain,4,22100000.0,Right,77.89999999999999,12,165
74.0,73.0,79.0,79.0,74.0,81.0,66,66,66,E. Fernández,Enzo Jeremías Fernández,"CM, CDM",80,87,42500000.0,13000.0,21,180,77,Liga Portugal,Benfica,Argentina,3,93500000.0,Right,77.89999999999999,12,165
71.0,84.0,79.0,80.0,46.0,84.0,78,83,76,K. Volland,Kevin Volland,"ST, CAM, CF",81,81,25500000.0,70000.0,29,174,85,Ligue 1,Monaco,Germany,3,48500000.0,Left,77.88000000000001,11,166
82.0,65.0,79.0,86.0,73.0,67.0,82,61,70,J. Corona,Jesús Manuel Corona Ruíz,"RW, LW",80,80,20500000.0,38000.0,29,173,66,La Liga,Sevilla,Mexico,5,43100000.0,Right,77.83999999999999,12,167
82.0,53.0,71.0,67.0,86.0,85.0,68,40,82,A. Rüdiger,Antonio Rüdiger,CB,87,88,73500000.0,250000.0,29,190,85,La Liga,Real Madrid,Germany,2,156200000.0,Right,77.82,5,168
79.0,80.0,80.0,86.0,39.0,48.0,73,82,40,D. Mertens,Dries Mertens,"CAM, CF",84,84,17500000.0,77000.0,35,169,61,Super Lig,Galatasaray,Belgium,4,33300000.0,Right,77.82,8,168
91.0,80.0,70.0,82.0,35.0,69.0,69,78,75,T. Werner,Timo Werner,"ST, LW",82,84,38000000.0,73000.0,26,180,76,Bundesliga,RB Leipzig,Germany,3,67500000.0,Right,77.8,10,169
84.0,71.0,73.0,82.0,74.0,76.0,59,71,53,Matheus Nunes,Matheus Luiz Nunes,CM,79,86,35000000.0,73000.0,23,183,76,Premier League,Wolverhampton Wanderers,Portugal,3,73500000.0,Right,77.8,13,169
82.0,64.0,73.0,77.0,80.0,84.0,68,64,67,D. Zakaria,Denis Lemi Zakaria Lako Lado,"CDM, CM",81,86,34500000.0,95000.0,25,191,81,Premier League,Chelsea,Switzerland,3,3200000.0,Right,77.75999999999999,11,170
82.0,73.0,74.0,81.0,71.0,78.0,79,74,49,R. Baku,Ridle Bote Baku,"RB, RM",79,83,23500000.0,40000.0,24,176,75,Bundesliga,VfL Wolfsburg,Germany,3,41700000.0,Right,77.74000000000001,13,171
86.0,82.0,74.0,82.0,38.0,69.0,81,81,75,Gonçalo Guedes,Gonçalo Manuel Ganchinho Guedes,"ST, LW",81,83,33000000.0,100000.0,25,179,68,Premier League,Wolverhampton Wanderers,Portugal,4,65200000.0,Right,77.7,11,172
76.0,68.0,78.0,80.0,77.0,74.0,81,68,57,Cucurella,Marc Cucurella Saseta,"LB, CB, LWB",81,85,34500000.0,90000.0,23,173,66,Premier League,Chelsea,Spain,3,66400000.0,Left,77.69999999999999,11,173
77.0,76.0,78.0,83.0,68.0,72.0,75,76,58,R. Gravenberch,Ryan Jiro Gravenberch,CM,79,88,38500000.0,45000.0,20,190,77,Bundesliga,FC Bayern München,Netherlands,4,71200000.0,Right,77.68,13,174
65.0,80.0,78.0,78.0,77.0,75.0,69,75,58,M. Arnold,Maximilian Arnold,"CDM, CM",81,82,25000000.0,55000.0,28,184,74,Bundesliga,VfL Wolfsburg,Germany,3,44400000.0,Left,77.64,11,175
73.0,76.0,80.0,80.0,64.0,72.0,80,79,48,J. Hofmann,Jonas Hofmann,"CAM, RM, LM",81,81,25500000.0,40000.0,29,176,73,Bundesliga,Borussia Mönchengladbach,Germany,3,43400000.0,Right,77.63999999999999,11,176
82.0,61.0,76.0,79.0,78.0,73.0,79,61,58,Gayà,José Luís Gayà Peña,"LB, LWB",82,83,32000000.0,44000.0,27,172,66,La Liga,Valencia,Spain,4,69600000.0,Left,77.62,10,177
76.0,68.0,79.0,78.0,77.0,81.0,67,65,69,M. Guendouzi,Mattéo Elias Kenzo Guendouzi Olié,"CM, CDM",80,86,33000000.0,41000.0,23,184,68,Ligue 1,Olympique Marseille,France,4,69300000.0,Right,77.60000000000001,12,178
83.0,68.0,76.0,79.0,74.0,74.0,80,66,70,Renan Lodi,Renan Augusto Lodi dos Santos,"LWB, LB, LM",80,85,29500000.0,46000.0,24,173,68,Premier League,Nottingham Forest,Brazil,4,3200000.0,Left,77.6,12,179
70.0,72.0,82.0,83.0,69.0,70.0,82,68,55,João Mário,João Mário Naval da Costa Eduardo,"LM, CM",81,81,25500000.0,20000.0,29,179,73,Liga Portugal,Benfica,Portugal,3,51000000.0,Right,77.58,11,180
79.0,82.0,79.0,80.0,43.0,70.0,77,81,55,Ricardo Horta,Ricardo Jorge da Luz Horta,"CAM, CF, ST",81,81,27500000.0,21000.0,27,173,63,Liga Portugal,Sporting Braga,Portugal,3,55000000.0,Right,77.58,11,180
78.0,75.0,78.0,81.0,68.0,74.0,76,75,60,R. Pereyra,Roberto Maximiliano Pereyra,"CM, RM",79,79,14500000.0,22000.0,31,182,77,Serie A,Udinese,Argentina,4,24700000.0,Right,77.55999999999999,13,181
88.0,69.0,73.0,77.0,76.0,69.0,78,73,63,Álex Moreno,Alexandre Moreno Lopera,LB,80,80,18500000.0,29000.0,29,179,68,La Liga,Real Betis,Spain,3,38900000.0,Left,77.54,12,182
69.0,78.0,77.0,79.0,77.0,76.0,65,75,83,C. Tolisso,Corentin Tolisso,"CM, CDM",80,80,22500000.0,70000.0,27,181,81,Ligue 1,Olympique Lyonnais,France,3,42800000.0,Right,77.54,12,182
77.0,69.0,77.0,78.0,77.0,80.0,70,69,63,D. Sow,Mohameth Djibril Ibrahima Sow,"CM, CDM",80,82,26500000.0,34000.0,25,184,76,Bundesliga,Eintracht Frankfurt,Switzerland,3,47000000.0,Right,77.54,12,182
72.0,75.0,82.0,79.0,67.0,76.0,78,71,41,O. Kökçü,Orkun Kökçü,"CM, CAM",80,86,33500000.0,12000.0,21,175,68,Eredivisie,Feyenoord,Turkey,3,53600000.0,Right,77.54,12,182
69.0,67.0,80.0,82.0,79.0,77.0,76,66,62,R. Bentancur,Rodrigo Bentancur Colmán,CM,81,85,35500000.0,95000.0,25,187,73,Premier League,Tottenham Hotspur,Uruguay,4,70100000.0,Right,77.52,11,183
83.0,63.0,70.0,73.0,78.0,89.0,77,67,84,D. Dumfries,Denzel Justus Morris Dumfries,"RWB, RM",82,84,34500000.0,73000.0,26,188,80,Serie A,Inter,Netherlands,2,59500000.0,Right,77.5,10,184
78.0,73.0,80.0,86.0,51.0,60.0,77,78,39,F. Wirtz,Florian Richard Wirtz,"CAM, CM",82,91,66000000.0,38000.0,19,176,72,Bundesliga,Bayer 04 Leverkusen,Germany,4,125400000.0,Right,77.5,10,184
76.0,75.0,76.0,78.0,75.0,80.0,69,70,59,J. Veretout,Jordan Veretout,"CDM, CM",79,79,15000000.0,42000.0,29,177,67,Ligue 1,Olympique Marseille,France,3,28500000.0,Right,77.49999999999999,13,185
55.0,73.0,78.0,78.0,81.0,82.0,68,68,65,P. Højbjerg,Pierre-Emile Kordt Højbjerg,"CDM, CM",84,86,47000000.0,120000.0,26,187,84,Premier League,Tottenham Hotspur,Denmark,3,92800000.0,Right,77.46000000000001,8,186
64.0,76.0,84.0,83.0,69.0,68.0,84,74,47,T. Savanier,Téji Tedy Savanier,"CAM, CM",81,81,25000000.0,33000.0,30,172,69,Ligue 1,Montpellier,France,4,47500000.0,Right,77.46,11,187
79.0,80.0,75.0,83.0,55.0,75.0,75,80,68,J. Álvarez,Julián Álvarez,"ST, RW, LW",79,86,36000000.0,110000.0,22,170,71,Premier League,Manchester City,Argentina,4,73800000.0,Right,77.44,13,188
80.0,85.0,66.0,79.0,29.0,81.0,57,88,79,D. Vlahović,Dušan Vlahović,ST,84,91,86500000.0,140000.0,22,190,75,Serie A,Juventus,Serbia,3,164400000.0,Left,77.4,8,189
72.0,70.0,76.0,80.0,78.0,76.0,71,68,59,L. Torreira,Lucas Torreira Di Pascua,"CDM, CM",81,83,28500000.0,73000.0,26,166,60,Super Lig,Galatasaray,Uruguay,3,56300000.0,Right,77.4,11,189
82.0,73.0,77.0,82.0,52.0,70.0,67,72,64,Nailton Suzuki,Nailton Suzuki Ito,"CAM, CF, ST",81,81,28000000.0,47000.0,26,180,75,Serie A,Atlético Mineiro,Brazil,2,50400000.0,Right,77.4,11,189
85.0,82.0,75.0,79.0,36.0,72.0,73,85,75,M. Terrier,Martin Terrier,"LW, LM, ST",81,84,34000000.0,61000.0,25,184,78,Ligue 1,Rennes,France,3,67200000.0,Right,77.4,11,189
74.0,60.0,77.0,77.0,83.0,84.0,75,52,75,L. Martínez,Lisandro Martínez,CB,82,87,41500000.0,105000.0,24,178,77,Premier League,Manchester United,Argentina,3,82000000.0,Left,77.38000000000002,10,190
89.0,74.0,72.0,85.0,53.0,63.0,68,77,69,L. Sinisterra,Luis Fernando Sinisterra Lucumí,"LM, RM",80,85,32000000.0,43000.0,23,172,60,Premier League,Leeds United,Colombia,4,63200000.0,Right,77.36000000000001,12,191
93.0,76.0,72.0,82.0,41.0,62.0,73,77,62,H. Lozano,Hirving Rodrigo Lozano Bahena,RW,81,81,28000000.0,69000.0,26,175,70,Serie A,Napoli,Mexico,4,47600000.0,Right,77.33999999999999,11,192
71.0,82.0,76.0,83.0,44.0,74.0,68,82,75,A. Lacazette,Alexandre Lacazette,ST,82,82,25500000.0,88000.0,31,175,73,Ligue 1,Olympique Lyonnais,France,4,48500000.0,Right,77.32000000000001,10,193
86.0,75.0,77.0,83.0,55.0,65.0,76,73,44,Felipe Anderson,Felipe Anderson Pereira Gomes,"RW, ST",79,79,17000000.0,60000.0,29,175,70,Serie A,Lazio,Brazil,4,28900000.0,Right,77.32000000000001,13,193
